FormDesc;FormDoc;FormWidth;FormHeight;FormDisp;Code;CodeDisp;CodeTitle;CodeTop;CodeLeft;CodeWidth;CodeHeight;CodeExercice;CompteMini;CompteMaxi;CompteJournal;CompteType;CompteSideb;CompteSicre;CompteSoustraire;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BN;Autres charges externes;Solde Débit-Crédit de : 604 à 606 608 6094 à 6096 6098 61 à 62;468;688;118;26;compteN;61;62;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BN;Autres charges externes;Solde Débit-Crédit de : 604 à 606 608 6094 à 6096 6098 61 à 62;468;688;118;26;compteN;604;606;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BN;Autres charges externes;Solde Débit-Crédit de : 604 à 606 608 6094 à 6096 6098 61 à 62;468;688;118;26;compteN;608;608;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BN;Autres charges externes;Solde Débit-Crédit de : 604 à 606 608 6094 à 6096 6098 61 à 62;468;688;118;26;compteN;6094;6096;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BN;Autres charges externes;Solde Débit-Crédit de : 604 à 606 608 6094 à 6096 6098 61 à 62;468;688;118;26;compteN;6098;6098;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BP;Impôts, taxes et versements assimilés;Solde Débit-Crédit de : 63;498;688;118;26;compteN;63;63;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BQ;Rémunérations du personnel;Solde Débit-Crédit de : 64 à 644;529;688;118;26;compteN;64;644;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BR;Charges sociales;Solde Débit-Crédit de : 645 à 648;559;688;118;26;compteN;645;648;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BS;Dotations aux amortissements;Solde Débit-Crédit de : 68 à 6814;589;688;118;26;compteN;68;6814;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BT;Dotations aux provisions;Solde Débit-Crédit de : 6815 à 6817;620;688;118;26;compteN;6815;6817;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BU;Autres charges;Solde Débit-Crédit de : 65 à 654 656 à 658;650;688;118;26;compteN;656;658;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BU;Autres charges;Solde Débit-Crédit de : 65 à 654 656 à 658;650;688;118;26;compteN;65;654;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BV;Total des charges d'exploitation (II);BJ + BK + BL + BM + BN + BP + BQ + BR + BS + BT + BU;710;688;118;26;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BW;Résultat d'exploitation (I - II);BH - BV;740;688;118;26;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BX;Produits financiers (III);Solde Crédit- Débit de : 76 786 796;770;688;118;26;compteN;796;796;;solde_credit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BX;Produits financiers (III);Solde Crédit- Débit de : 76 786 796;770;688;118;26;compteN;76;76;;solde_credit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BX;Produits financiers (III);Solde Crédit- Débit de : 76 786 796;770;688;118;26;compteN;786;786;;solde_credit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BY;Produits exceptionnels (IV);Solde Crédit- Débit de : 77 787 797;800;688;118;26;compteN;797;797;;solde_credit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BY;Produits exceptionnels (IV);Solde Crédit- Débit de : 77 787 797;800;688;118;26;compteN;787;787;;solde_credit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BY;Produits exceptionnels (IV);Solde Crédit- Débit de : 77 787 797;800;688;118;26;compteN;77;77;;solde_credit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BZ;Charges financières (V);Solde Débit-Crédit de : 66 686;830;688;118;26;compteN;686;686;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;BZ;Charges financières (V);Solde Débit-Crédit de : 66 686;830;688;118;26;compteN;66;66;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CA;Charges exceptionnelles (VI);Solde Débit-Crédit de : 67 687 691;861;688;118;26;compteN;67;67;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CA;Charges exceptionnelles (VI);Solde Débit-Crédit de : 67 687 691;861;688;118;26;compteN;687;687;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CA;Charges exceptionnelles (VI);Solde Débit-Crédit de : 67 687 691;861;688;118;26;compteN;691;691;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CB;Impôts sur les bénéfices (VII);Solde Débit-Crédit de : 695 à 697 698 699;891;688;118;26;compteN;698;698;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CB;Impôts sur les bénéfices (VII);Solde Débit-Crédit de : 695 à 697 698 699;891;688;118;26;compteN;695;697;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CB;Impôts sur les bénéfices (VII);Solde Débit-Crédit de : 695 à 697 698 699;891;688;118;26;compteN;699;699;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CC;Bénéfice ou perte : produits (I + III + IV) - charges (II + V + VI + VII);BH + BX + BY - BV - BZ - CA - CB;921;688;118;26;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CD;RESULTAT FISCAL (bénéfice :);si CC sup 0 alors CC;954;688;118;26;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;CM;Résultat fiscal avant imputation des déficits antérieurs (bénéfice :);si CC sup 0 alors CC;1435;688;118;26;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DA;Ventes de marchandises;BA;105;813;142;26;formuleN1;;;;;;;;
